id;data;qtd
1066;2017-05-01;4884044
1067;2017-05-02;32337385
1068;2017-05-03;26869054
1069;2017-05-04;25799639
1070;2017-05-05;30955080
1071;2017-05-06;6744590
1072;2017-05-07;3327507
1073;2017-05-08;31484898
1074;2017-05-09;26307294
1075;2017-05-10;29364798
1076;2017-05-11;24581034
1077;2017-05-12;23959826
1078;2017-05-13;5826223
1079;2017-05-14;3315708
1080;2017-05-15;31436369
1081;2017-05-16;24155267
1082;2017-05-17;23190958
1083;2017-05-18;22053195
1084;2017-05-19;24207965
1085;2017-05-20;6055369
1086;2017-05-21;3585655
1087;2017-05-22;29427916
1088;2017-05-23;23731919
1089;2017-05-24;22014840
1090;2017-05-25;23434739
1091;2017-05-26;22549782
1092;2017-05-27;5525507
1093;2017-05-28;3375167
1094;2017-05-29;26291852
1095;2017-05-30;24353403
1096;2017-05-31;24893009
1097;2017-06-01;25386309
1098;2017-06-02;25899631
1099;2017-06-03;6459905
1100;2017-06-04;3930482
1101;2017-06-05;25064479
1102;2017-06-06;29582724
1103;2017-06-07;28966838
1104;2017-06-08;24918805
1105;2017-06-09;25637752
1106;2017-06-10;6446932
1107;2017-06-11;3912430
1108;2017-06-12;33391552
1109;2017-06-13;24964921
1110;2017-06-14;27222906
1111;2017-06-15;5960820
1112;2017-06-16;26825650
1113;2017-06-17;6091927
1114;2017-06-18;3904256
1115;2017-06-19;31394331
1116;2017-06-20;30799473
1117;2017-06-21;25069938
1118;2017-06-22;23647808
1119;2017-06-23;23746116
1120;2017-06-24;5927277
1121;2017-06-25;3665203
1122;2017-06-26;30244486
1123;2017-06-27;25505177
1124;2017-06-28;24947763
1125;2017-06-29;23891894
1126;2017-06-30;29352455
1127;2017-07-01;7478664
1128;2017-07-02;4326893
1129;2017-07-03;35865698
1130;2017-07-04;30273098
1131;2017-07-05;32190469
1132;2017-07-06;31346416
1133;2017-07-07;32684064
1134;2017-07-08;7478215
1135;2017-07-09;4661790
1136;2017-07-10;41177055
1137;2017-07-11;31172029
1138;2017-07-12;28404083
1139;2017-07-13;26787523
1140;2017-07-14;28408698
1141;2017-07-15;6255124
1142;2017-07-16;3651951
1143;2017-07-17;33317990
1144;2017-07-18;26402204
1145;2017-07-19;25953699
1146;2017-07-20;29640538
1147;2017-07-21;25636954
1148;2017-07-22;5939066
1149;2017-07-23;3545248
1150;2017-07-24;30721208
1151;2017-07-25;26824264
1152;2017-07-26;24345775
1153;2017-07-27;24360412
1154;2017-07-28;25443294
1155;2017-07-29;6209404
1156;2017-07-30;3709476
1157;2017-07-31;33084939
1158;2017-08-01;30707564
1159;2017-08-02;28353446
1160;2017-08-03;28514097
1161;2017-08-04;31130783
1162;2017-08-05;7326729
1163;2017-08-06;4296507
1164;2017-08-07;35397998
1165;2017-08-08;30173503
1166;2017-08-09;28448638
1167;2017-08-10;32072981
1168;2017-08-11;29076277
1169;2017-08-12;6563465
1170;2017-08-13;3574220
1171;2017-08-14;32658770
1172;2017-08-15;28024601
1173;2017-08-16;27956407
1174;2017-08-17;26568475
1175;2017-08-18;28208681
1176;2017-08-19;6497911
1177;2017-08-20;3847792
1178;2017-08-21;34268672
1179;2017-08-22;27202236
1180;2017-08-23;25610915
1181;2017-08-24;24751638
1182;2017-08-25;26694767
1183;2017-08-26;6139543
1184;2017-08-27;3728025
1185;2017-08-28;30592010
1186;2017-08-29;26395323
1187;2017-08-30;27316237
1188;2017-08-31;28563037
1189;2017-09-01;31056999
1190;2017-09-02;7053809
1191;2017-09-03;4248579
1192;2017-09-04;36098080
1193;2017-09-05;33930329
1194;2017-09-06;34133764
1195;2017-09-07;6472791
1196;2017-09-08;30393622
1197;2017-09-09;6995297
1198;2017-09-10;4606218
1199;2017-09-11;35607853
1200;2017-09-12;32763408
1201;2017-09-13;29721659
1202;2017-09-14;27934022
1203;2017-09-15;31136410
1204;2017-09-16;6749810
1205;2017-09-17;4202015
1206;2017-09-18;33856030
1207;2017-09-19;29248884
1208;2017-09-20;32769467
1209;2017-09-21;27262189
1210;2017-09-22;27155791
1211;2017-09-23;6421253
1212;2017-09-24;3785995
1213;2017-09-25;33481974
1214;2017-09-26;27639175
1215;2017-09-27;26407906
1216;2017-09-28;26741658
1217;2017-09-29;30068169
1218;2017-09-30;7065413
1219;2017-10-01;4562803
1220;2017-10-02;37416661
1221;2017-10-03;32623155
1222;2017-10-04;29289447
1223;2017-10-05;33015145
1224;2017-10-06;36147271
1225;2017-10-07;7925193
1226;2017-10-08;4645571
1227;2017-10-09;37894786
1228;2017-10-10;36857025
1229;2017-10-11;32688696
1230;2017-10-12;5894258
1231;2017-10-13;28433684
1232;2017-10-14;6773494
1233;2017-10-15;4235131
1234;2017-10-16;38452024
1235;2017-10-17;31099285
1236;2017-10-18;29133785
1237;2017-10-19;28514360
1238;2017-10-20;34404033
1239;2017-10-21;6951517
1240;2017-10-22;4032435
1241;2017-10-23;33241179
1242;2017-10-24;27900316
1243;2017-10-25;29211837
1244;2017-10-26;26507494
1245;2017-10-27;27872889
1246;2017-10-28;6642075
1247;2017-10-29;4022795
1248;2017-10-30;34340289
1249;2017-10-31;32343066
1250;2017-11-01;26295773
1251;2017-11-02;4304040
1252;2017-11-03;25428666
1253;2017-11-04;5406999
1254;2017-11-05;3146492
1255;2017-11-06;32560342
1256;2017-11-07;30635715
1257;2017-11-08;34350398
1258;2017-11-09;31489849
1259;2017-11-10;29730167
1260;2017-11-11;7987596
1261;2017-11-12;4079583
1262;2017-11-13;35644676
1263;2017-11-14;31679678
1264;2017-11-15;6359784
1265;2017-11-16;36069752
1266;2017-11-17;32380277
1267;2017-11-18;7687983
1268;2017-11-19;4474890
1269;2017-11-20;38189482
1270;2017-11-21;33530930
1271;2017-11-22;30279641
1272;2017-11-23;28564396
1273;2017-11-24;29860999
1274;2017-11-25;7585211
1275;2017-11-26;4436405
1276;2017-11-27;31978903
1277;2017-11-28;31645724
1278;2017-11-29;31012797
1279;2017-11-30;36457548
1280;2017-12-01;36486404
1281;2017-12-02;8824174
1282;2017-12-03;5183863
1283;2017-12-04;40748930
1284;2017-12-05;38313771
1285;2017-12-06;37722435
1286;2017-12-07;38105541
1287;2017-12-08;30565367
1288;2017-12-09;8513289
1289;2017-12-10;5344930
1290;2017-12-11;45209562
1291;2017-12-12;35380728
1292;2017-12-13;32849667
1293;2017-12-14;32156756
1294;2017-12-15;36810235
1295;2017-12-16;8262842
1296;2017-12-17;4902383
1297;2017-12-18;38844234
1298;2017-12-19;35571531
1299;2017-12-20;42977396
1300;2017-12-21;34804045
1301;2017-12-22;34547786
1302;2017-12-23;8586596
1303;2017-12-24;4271431
1304;2017-12-25;3952300
1305;2017-12-26;35060107
1306;2017-12-27;30734391
1307;2017-12-28;33374881
1308;2017-12-29;17769660
1309;2017-12-30;7195999
1310;2017-12-31;3767061
1311;2018-01-01;4361932
1312;2018-01-02;38282851
1313;2018-01-03;35228070
1314;2018-01-04;32320185
1315;2018-01-05;38582330
1316;2018-01-06;9454289
1317;2018-01-07;5610131
1318;2018-01-08;43669465
1319;2018-01-09;38020557
1320;2018-01-10;41756843
1321;2018-01-11;35734754
1322;2018-01-12;34169285
1323;2018-01-13;8435592
1324;2018-01-14;5063617
1325;2018-01-15;42982821
1326;2018-01-16;34867004
1327;2018-01-17;32614165
1328;2018-01-18;31657709
1329;2018-01-19;34413249
1330;2018-01-20;8666766
1331;2018-01-21;5077104
1332;2018-01-22;39862676
1333;2018-01-23;32777879
1334;2018-01-24;28405755
1335;2018-01-25;29630923
1336;2018-01-26;28700883
1337;2018-01-27;7099404
1338;2018-01-28;4242444
1339;2018-01-29;33459955
1340;2018-01-30;31440288
1341;2018-01-31;32976563
1342;2018-02-01;33688235
1343;2018-02-02;32859675
1344;2018-02-03;7213034
1345;2018-02-04;549024
1346;2018-02-05;38728883
1347;2018-02-06;34903150
1348;2018-02-07;34859946
1349;2018-02-08;31230935
1350;2018-02-09;33394322
1351;2018-02-10;6955543
1352;2018-02-11;3282803
1353;2018-02-12;8560765
1354;2018-02-13;5154033
1355;2018-02-14;36556807
1356;2018-02-15;36657414
1357;2018-02-16;32039623
1358;2018-02-17;6725257
1359;2018-02-18;3814917
1360;2018-02-19;33985021
1361;2018-02-20;33845072
1362;2018-02-21;27414906
1363;2018-02-22;26092232
1364;2018-02-23;26484953
1365;2018-02-24;5949482
1366;2018-02-25;3517248
1367;2018-02-26;31639610
1368;2018-02-27;27892426
1369;2018-02-28;31296642
1370;2018-03-01;31699243
1371;2018-03-02;30789034
1372;2018-03-03;7367005
1373;2018-03-04;4054882
1374;2018-03-05;38248066
1375;2018-03-06;34197248
1376;2018-03-07;33557829
1377;2018-03-08;28957940
1378;2018-03-09;30066893
1379;2018-03-10;5338567
1380;2018-03-11;2166592
1381;2018-03-12;34940079
1382;2018-03-13;29268616
1383;2018-03-14;27758330
1384;2018-03-15;30249473
1385;2018-03-16;27996815
1386;2018-03-17;6265279
1387;2018-03-18;3371594
1388;2018-03-19;26695523
1389;2018-03-20;28000204
1390;2018-03-21;22946529
1391;2018-03-22;21678093
1392;2018-03-23;21851769
1393;2018-03-24;6113576
1394;2018-03-25;3741286
1395;2018-03-26;32153692
1396;2018-03-27;27867924
1397;2018-03-28;28641084
1398;2018-03-29;28643338
1399;2018-03-30;4653251
1400;2018-03-31;5577861
1401;2018-04-01;3653397
1402;2018-04-02;38415869
1403;2018-04-03;32361636
1404;2018-04-04;30580943
1405;2018-04-05;32745967
1406;2018-04-06;35931090
1407;2018-04-07;7615515
1408;2018-04-08;4232309
1409;2018-04-09;37009069
1410;2018-04-10;36667659
1411;2018-04-11;31185548
1412;2018-04-12;28955217
1413;2018-04-13;28781012
1414;2018-04-14;6571232
1415;2018-04-15;1914906
1416;2018-04-16;17104488
1417;2018-04-17;26060696
1418;2018-04-18;24600018
1419;2018-04-19;24543584
1420;2018-04-20;29505999
1421;2018-04-21;4930631
1422;2018-04-22;3682575
1423;2018-04-23;31133913
1424;2018-04-24;27202322
1425;2018-04-25;29741650
1426;2018-04-26;27575309
1427;2018-04-27;29962834
1428;2018-04-28;6710732
1429;2018-04-29;3678391
1430;2018-04-30;33102728
1431;2018-05-01;6495239
1432;2018-05-02;32811139
1433;2018-05-03;33737814
1434;2018-05-04;34645086
1435;2018-05-05;7862078
1436;2018-05-06;3188773
1437;2018-05-07;40774651
1438;2018-05-08;34380542
1439;2018-05-09;30666466
1440;2018-05-10;31312271
1441;2018-05-11;31099087
1442;2018-05-12;7037010
1443;2018-05-13;3638609
1444;2018-05-14;35069629
1445;2018-05-15;34668469
1446;2018-05-16;30582859
1447;2018-05-17;29191454
1448;2018-05-18;30998101
1449;2018-05-19;6854419
1450;2018-05-20;3921153
1451;2018-05-21;37188342
1452;2018-05-22;29866489
1453;2018-05-23;28037402
1454;2018-05-24;25413809
1455;2018-05-25;28277518
1456;2018-05-26;5886951
1457;2018-05-27;3352365
1458;2018-05-28;31256575
1459;2018-05-29;27999196
1460;2018-05-30;31124212
1461;2018-05-31;6112292
1462;2018-06-01;30546284
1463;2018-06-02;7359931
1464;2018-06-03;4262600
1465;2018-06-04;38775759
1466;2018-06-05;36015617
1467;2018-06-06;35452395
1468;2018-06-07;35141190
1469;2018-06-08;33339728
1470;2018-06-09;7859317
1471;2018-06-10;4799233
1472;2018-06-11;43161692
1473;2018-06-12;33180758
1474;2018-06-13;29487313
1475;2018-06-14;29966510
1476;2018-06-15;33753147
1477;2018-06-16;6987508
1478;2018-06-17;3683419
1479;2018-06-18;34873568
1480;2018-06-19;31573265
1481;2018-06-20;35304295
1482;2018-06-21;29366006
1483;2018-06-22;24635898
1484;2018-06-23;6711955
1485;2018-06-24;3905874
1486;2018-06-25;35406548
1487;2018-06-26;29859398
1488;2018-06-27;23130618
1489;2018-06-28;29387675
1490;2018-06-29;31637837
1491;2018-06-30;7350319
1492;2018-07-01;4654321
1493;2018-07-02;34893644
1494;2018-07-03;29985856
1495;2018-07-04;33585620
1496;2018-07-05;37079942
1497;2018-07-06;30993744
1498;2018-07-07;8165809
1499;2018-07-08;4685728
1500;2018-07-09;36855898
1501;2018-07-10;40655967
1502;2018-07-11;34294629
1503;2018-07-12;31422092
1504;2018-07-13;31243649
1505;2018-07-14;7506181
1506;2018-07-15;4465376
1507;2018-07-16;38821086
1508;2018-07-17;32190281
1509;2018-07-18;30455508
1510;2018-07-19;29930636
1511;2018-07-20;25982210
1512;2018-07-23;30056737
1513;2018-07-24;30494202
1514;2018-07-25;30626417
1515;2018-07-26;27849437
1516;2018-07-27;29054223
1517;2018-07-28;6888530
1518;2018-07-29;4129906
1519;2018-07-30;35789702
1520;2018-07-31;33684502
1521;2018-08-01;34957869
1522;2018-08-02;32924213
1523;2018-08-03;34909629
1524;2018-08-04;8243000
1525;2018-08-05;4898539
1526;2018-08-06;42467404
1527;2018-08-07;38220719
1528;2018-08-08;34699172
1529;2018-08-09;32654502
1530;2018-08-10;37341527
1531;2018-08-11;7748342
1532;2018-08-12;4174058
1533;2018-08-13;39431911
1534;2018-08-14;33777882
1535;2018-08-15;31850827
1536;2018-08-16;32197482
1537;2018-08-17;31940605
1538;2018-08-18;7357803
1539;2018-08-19;4338392
1540;2018-08-20;42836899
1541;2018-08-21;33173101
1542;2018-08-22;30775530
1543;2018-08-23;29245346
1544;2018-08-24;30112029
1545;2018-08-25;7078593
1546;2018-08-26;4134596
1547;2018-08-27;36376634
1548;2018-08-28;31013134
1549;2018-08-29;30002447
1550;2018-08-30;30997345
1551;2018-08-31;33440248
1552;2018-09-01;8479581
1553;2018-09-02;4853490
1554;2018-09-03;42873069
1555;2018-09-04;36445546
1556;2018-09-05;38547840
1557;2018-09-06;41122205
1558;2018-09-07;6480401
1559;2018-09-08;7075604
1560;2018-09-09;4981993
1561;2018-09-10;49256270
1562;2018-09-11;39058012
1563;2018-09-12;34652001
1564;2018-09-13;32566719
1565;2018-09-14;33091634
1566;2018-09-15;7604206
1567;2018-09-16;4427577
1568;2018-09-17;40621384
1569;2018-09-18;33316150
1570;2018-09-19;31954277
1571;2018-09-20;36192684
1572;2018-09-21;31845869
1573;2018-09-22;6974545
1574;2018-09-23;4208080
1575;2018-09-24;34065557
1576;2018-09-25;29554023
1577;2018-09-26;27044273
1578;2018-09-27;26622913
1579;2018-09-28;30178158
1580;2018-09-29;7208115
1581;2018-09-30;4562736
1582;2018-10-01;37898411
1583;2018-10-02;32012079
1584;2018-10-03;31047367
1585;2018-10-04;30125386
1586;2018-10-05;37445291
1587;2018-10-06;8116137
1588;2018-10-07;4370760
1589;2018-10-08;37130257
1590;2018-10-09;31940684
1591;2018-10-10;35773893
1592;2018-10-11;32029636
1593;2018-10-12;5767140
1594;2018-10-13;6267305
1595;2018-10-14;4734885
1596;2018-10-15;41281140
1597;2018-10-16;31234740
1598;2018-10-17;29011466
1599;2018-10-18;27329556
1600;2018-10-19;30342115
1601;2018-10-20;7126088
1602;2018-10-21;4008728
1603;2018-10-22;35961147
1604;2018-10-23;28618563
1605;2018-10-24;26914462
1606;2018-10-25;29017025
1607;2018-10-26;28277125
1608;2018-10-27;6579198
1609;2018-10-28;3646260
1610;2018-10-29;31563936
1611;2018-10-30;29003184
1612;2018-10-31;29863293
1613;2018-11-01;32132842
1614;2018-11-02;6141263
1615;2018-11-03;6800636
1616;2018-11-04;4707354
1617;2018-11-05;45822677
1618;2018-11-06;38004462
1619;2018-11-07;38042829
1620;2018-11-08;33620556
1621;2018-11-09;33062403
1622;2018-11-10;8079323
1623;2018-11-11;4961036
1624;2018-11-12;44782016
1625;2018-11-13;34444030
1626;2018-11-14;33449676
1627;2018-11-15;7246740
1628;2018-11-16;32176011
1629;2018-11-17;7485837
1630;2018-11-18;5059990
1631;2018-11-19;38384463
1632;2018-11-20;34281507
1633;2018-11-21;32316197
1634;2018-11-22;29897658
1635;2018-11-23;30159967
1636;2018-11-24;7728386
1637;2018-11-25;4917539
1638;2018-11-26;36109669
1639;2018-11-27;29704430
1640;2018-11-28;29247803
1641;2018-11-29;29302063
1642;2018-11-30;35016162
1643;2018-12-01;8996231
1644;2018-12-02;5485150
1645;2018-12-03;39761197
1646;2018-12-04;35079209
1647;2018-12-05;36616819
1648;2018-12-06;36508321
1649;2018-12-07;38017460
1650;2018-12-08;8746575
1651;2018-12-09;5665261
1652;2018-12-10;50578229
1653;2018-12-11;38503800
1654;2018-12-12;33460646
1655;2018-12-13;31156717
1656;2018-12-14;33067316
1657;2018-12-15;8392573
1658;2018-12-16;4740177
1659;2018-12-17;41552719
1660;2018-12-18;33369839
1661;2018-12-19;33743655
1662;2018-12-20;42072701
1663;2018-12-21;36738593
1664;2018-12-22;9405023
1665;2018-12-23;5583422
1666;2018-12-24;21843903
1667;2018-12-25;5261007
1668;2018-12-26;34731863
1669;2018-12-27;30456204
1670;2018-12-28;33052401
1671;2018-12-29;8621610
1672;2018-12-30;5052887
1673;2018-12-31;10493614
1674;2019-01-01;5513121
1675;2019-01-02;38607810
1676;2019-01-03;34557822
1677;2019-01-04;34150797
1678;2019-01-05;9674930
1679;2019-01-06;6014411
1680;2019-01-07;45862072
1681;2019-01-08;37478620
1682;2019-01-09;34706050
1683;2019-01-10;37972697
1684;2019-01-11;34498858
1685;2019-01-12;8674492
1686;2019-01-13;5308160
1687;2019-01-14;39019868
1688;2019-01-15;36700048
1689;2019-01-16;32132031
1690;2019-01-17;30830974
1691;2019-01-18;33109602
1692;2019-01-19;8496648
1693;2019-01-20;5636087
1694;2019-01-21;41006384
1695;2019-01-22;32441662
1696;2019-01-23;30377807
1697;2019-01-24;28904256
1698;2019-01-25;30966772
1699;2019-01-26;8150044
1700;2019-01-27;5344111
1701;2019-01-28;34926040
1702;2019-01-29;30785897
1703;2019-01-30;33079931
1704;2019-01-31;33427203
1705;2019-02-01;34656942
1706;2019-02-02;9208621
1707;2019-02-03;6077762
1708;2019-02-04;40863113
1709;2019-02-05;38733183
1710;2019-02-06;38757390
1711;2019-02-07;38785374
1712;2019-02-08;36548815
1713;2019-02-09;9642516
1714;2019-02-10;6471702
1715;2019-02-11;46265457
1716;2019-02-12;35711644
1717;2019-02-13;32739469
1718;2019-02-14;31900334
1719;2019-02-15;36301466
1720;2019-02-16;8871492
1721;2019-02-17;5845576
1722;2019-02-18;39394041
1723;2019-02-19;34834572
1724;2019-02-20;38601755
1725;2019-02-21;32158619
1726;2019-02-22;32182524
1727;2019-02-23;8883753
1728;2019-02-24;5857270
1729;2019-02-25;39513048
1730;2019-02-26;32454251
1731;2019-02-27;32517609
1732;2019-02-28;37822546
1733;2019-03-01;40851167
1734;2019-03-02;9719861
1735;2019-03-03;5423942
1736;2019-03-04;11927064
1737;2019-03-05;8262618
1738;2019-03-06;45740500
1739;2019-03-07;46065145
1740;2019-03-08;42473149
1741;2019-03-09;10835098
1742;2019-03-10;7181621
1743;2019-03-11;51959223
1744;2019-03-12;39202869
1745;2019-03-13;35339674
1746;2019-03-14;33474740
1747;2019-03-15;38222425
1748;2019-03-16;9234418
1749;2019-03-17;5991645
1750;2019-03-18;39820164
1751;2019-03-19;34076029
1752;2019-03-20;41193734
1753;2019-03-21;32802494
1754;2019-03-22;32984896
1755;2019-03-23;8950924
1756;2019-03-24;5860129
1757;2019-03-25;39525183
1758;2019-03-26;33082873
1759;2019-03-27;31668880
1760;2019-03-28;31886761
1761;2019-03-29;35605398
1762;2019-03-30;9670142
1763;2019-03-31;6440839
1764;2019-04-01;43567624
1765;2019-04-02;36180670
1766;2019-04-03;35468226
1767;2019-04-04;35744387
1768;2019-04-05;45937928
1769;2019-04-06;10866758
1770;2019-04-07;6941923
1771;2019-04-08;44691969
1772;2019-04-09;37597736
1773;2019-04-10;41896073
1774;2019-04-11;36763013
1775;2019-04-12;35788941
1776;2019-04-13;9659847
1777;2019-04-14;6465175
1778;2019-04-15;45652902
1779;2019-04-16;36506534
1780;2019-04-17;35428005
1781;2019-04-18;36469048
1782;2019-04-19;7566112
1783;2019-04-20;8677788
1784;2019-04-21;6303911
1785;2019-04-22;48803964
1786;2019-04-23;37186697
1787;2019-04-24;35334508
1788;2019-04-25;36032716
1789;2019-04-26;35271175
1790;2019-04-27;9945376
1791;2019-04-28;6700938
1792;2019-04-29;40803158
1793;2019-04-30;42799029
1794;2019-05-01;10719892
1795;2019-05-02;44420112
1796;2019-05-03;42540360
1797;2019-05-04;11530706
1798;2019-05-05;7627925
1799;2019-05-06;50385531
1800;2019-05-07;46230781
1801;2019-05-08;42964799
1802;2019-05-09;39669156
1803;2019-05-10;46062123
1804;2019-05-11;11522550
1805;2019-05-12;6832822
1806;2019-05-13;45988179
1807;2019-05-14;39546662
1808;2019-05-15;42486151
1809;2019-05-16;36587356
1810;2019-05-17;36779502
1811;2019-05-18;10461572
1812;2019-05-19;6819558
1813;2019-05-20;49935265
