id;data;qtd
1073;2018-12-10;18500019
1074;2018-12-11;14755963
1075;2018-12-12;12641747
1076;2018-12-13;11766352
1077;2018-12-14;12461020
1078;2018-12-15;3449566
1079;2018-12-16;1773843
1080;2018-12-17;15465941
1081;2018-12-18;13155376
1082;2018-12-19;13461336
1083;2018-12-20;16460445
1084;2018-12-21;13879994
1085;2018-12-22;3835764
1086;2018-12-23;2110704
1087;2018-12-24;7918679
1088;2018-12-25;1896417
1089;2018-12-26;12935150
1090;2018-12-27;11516302
1091;2018-12-28;12554765
1092;2018-12-29;3456276
1093;2018-12-30;1805349
1094;2018-12-31;4104307
1095;2019-01-01;2103880
1096;2019-01-02;15165877
1097;2019-01-03;13529838
1098;2019-01-04;13269068
1099;2019-01-05;4047762
1100;2019-01-06;2300093
1101;2019-01-07;17917051
1102;2019-01-08;14646849
1103;2019-01-09;13345581
1104;2019-01-10;14568463
1105;2019-01-11;13320414
1106;2019-01-12;3572158
1107;2019-01-13;2005135
1108;2019-01-14;14864625
1109;2019-01-15;14041751
1110;2019-01-16;12165945
1111;2019-01-17;11553994
1112;2019-01-18;12405845
1113;2019-01-19;3344841
1114;2019-01-20;1988664
1115;2019-01-21;15155812
1116;2019-01-22;12188630
1117;2019-01-23;11238935
1118;2019-01-24;10661882
1119;2019-01-25;11332397
1120;2019-01-26;3129144
1121;2019-01-27;1849527
1122;2019-01-28;12842382
1123;2019-01-29;11331333
1124;2019-01-30;12021384
1125;2019-01-31;12517674
1126;2019-02-01;13084890
1127;2019-02-02;3673034
1128;2019-02-03;2223227
1129;2019-02-04;15478521
1130;2019-02-05;14832290
1131;2019-02-06;14966549
1132;2019-02-07;14692031
1133;2019-02-08;13565500
1134;2019-02-09;3797239
1135;2019-02-10;2333271
1136;2019-02-11;17238697
1137;2019-02-12;13317089
1138;2019-02-13;12078409
1139;2019-02-14;11658478
1140;2019-02-15;13222547
1141;2019-02-16;3319268
1142;2019-02-17;2024484
1143;2019-02-18;14363756
1144;2019-02-19;12818453
1145;2019-02-20;14272439
1146;2019-02-21;11825141
1147;2019-02-22;11743382
1148;2019-02-23;3276532
1149;2019-02-24;1903083
1150;2019-02-25;13785892
1151;2019-02-26;11940898
1152;2019-02-27;12008690
1153;2019-02-28;14019685
1154;2019-03-01;15468968
1155;2019-03-02;3826725
1156;2019-03-03;1851349
1157;2019-03-04;4567770
1158;2019-03-05;3114642
1159;2019-03-06;17337368
1160;2019-03-07;17767149
1161;2019-03-08;15938056
1162;2019-03-09;4209040
1163;2019-03-10;2588850
1164;2019-03-11;19219083
1165;2019-03-12;14561210
1166;2019-03-13;12965913
1167;2019-03-14;12239603
1168;2019-03-15;13955828
1169;2019-03-16;3512317
1170;2019-03-17;2080497
1171;2019-03-18;14526766
1172;2019-03-19;12595969
1173;2019-03-20;14465700
1174;2019-03-21;12086486
1175;2019-03-22;12005663
1176;2019-03-23;3387655
1177;2019-03-24;2020752
1178;2019-03-25;14289295
1179;2019-03-26;11989442
1180;2019-03-27;11453208
1181;2019-03-28;11613055
1182;2019-03-29;13076265
1183;2019-03-30;3680232
1184;2019-03-31;2273780
1185;2019-04-01;16310046
1186;2019-04-02;13760034
1187;2019-04-03;13308111
1188;2019-04-04;13400797
1189;2019-04-05;17349738
1190;2019-04-06;4264671
1191;2019-04-07;2527097
1192;2019-04-08;16626648
1193;2019-04-09;13997444
1194;2019-04-10;15460416
1195;2019-04-11;13683189
1196;2019-04-12;13082589
1197;2019-04-13;3672072
1198;2019-04-14;2284143
1199;2019-04-15;16784108
1200;2019-04-16;13515340
1201;2019-04-17;12980283
1202;2019-04-18;13270030
1203;2019-04-19;2730025
1204;2019-04-20;3280482
1205;2019-04-21;2218824
1206;2019-04-22;18108887
1207;2019-04-23;13936863
1208;2019-04-24;13149673
1209;2019-04-25;13321755
1210;2019-04-26;13025445
1211;2019-04-27;3831821
1212;2019-04-28;2448761
1213;2019-04-29;15365505
1214;2019-04-30;16307743
1215;2019-05-01;4230801
1216;2019-05-02;17004376
1217;2019-05-03;16203048
1218;2019-05-04;4554510
1219;2019-05-05;2806458
1220;2019-05-06;19434123
1221;2019-05-07;18902349
1222;2019-05-08;16521634
1223;2019-05-09;14861921
1224;2019-05-10;17174937
1225;2019-05-11;4553062
1226;2019-05-12;2481322
1227;2019-05-13;17326770
1228;2019-05-14;14876127
1229;2019-05-15;15863265
1230;2019-05-16;13614075
1231;2019-05-17;13689963
1232;2019-05-18;4108584
1233;2019-05-19;2482629
1234;2019-05-20;18884381
1235;2019-05-21;14388835
1236;2019-05-22;13281997
1237;2019-05-23;12399425
1238;2019-05-24;12234090
1239;2019-05-25;3641037
1240;2019-05-26;2233916
1241;2019-05-27;15090314
1242;2019-05-28;13146549
1243;2019-05-29;12427380
1244;2019-05-30;13192431
1245;2019-05-31;14461124
1246;2019-06-01;4267591
1247;2019-06-02;2598461
1248;2019-06-03;18201944
1249;2019-06-04;15703220
1250;2019-06-05;16126967
1251;2019-06-06;16358536
1252;2019-06-07;16907342
1253;2019-06-08;4352282
1254;2019-06-09;2788222
1255;2019-06-10;21089339
1256;2019-06-11;16371930
1257;2019-06-12;14194887
1258;2019-06-13;12684176
1259;2019-06-14;13820711
1260;2019-06-15;4026260
1261;2019-06-16;2493851
1262;2019-06-17;17472738
1263;2019-06-18;13973909
1264;2019-06-19;15169189
1265;2019-06-20;3761210
1266;2019-06-21;14109308
1267;2019-06-22;3775047
1268;2019-06-23;2375554
1269;2019-06-24;15290713
1270;2019-06-25;14668297
1271;2019-06-26;12944935
1272;2019-06-27;12578213
1273;2019-06-28;14258015
1274;2019-06-29;4035341
1275;2019-06-30;2576944
1276;2019-07-01;17762949
1277;2019-07-02;14961536
1278;2019-07-03;14926219
1279;2019-07-04;14702602
1280;2019-07-05;19277579
1281;2019-07-06;4717809
1282;2019-07-07;2599680
1283;2019-07-08;18057331
1284;2019-07-09;14118052
1285;2019-07-10;17391504
1286;2019-07-11;15315146
1287;2019-07-12;14019835
1288;2019-07-13;4153947
1289;2019-07-14;2584656
1290;2019-07-15;17556870
1291;2019-07-16;13706609
1292;2019-07-17;12891397
1293;2019-07-18;12486193
1294;2019-07-19;13878516
1295;2019-07-20;3950532
1296;2019-07-21;2437000
1297;2019-07-22;16245335
1298;2019-07-23;13218084
1299;2019-07-24;12702601
1300;2019-07-25;12759884
1301;2019-07-26;12581322
1302;2019-07-27;3724691
1303;2019-07-28;2361742
1304;2019-07-29;15008834
1305;2019-07-30;14320113
1306;2019-07-31;14719081
1307;2019-08-01;15383898
1308;2019-08-02;15114265
1309;2019-08-03;4442682
1310;2019-08-04;2848202
1311;2019-08-05;19250210
1312;2019-08-06;17570843
1313;2019-08-07;17222544
1314;2019-08-08;15141644
1315;2019-08-09;15638620
1316;2019-08-10;5383979
1317;2019-08-11;2911167
1318;2019-08-12;20426469
1319;2019-08-13;15534590
1320;2019-08-14;14498285
1321;2019-08-15;14253932
1322;2019-08-16;14521557
1323;2019-08-17;4092919
1324;2019-08-18;2612895
1325;2019-08-19;17233129
1326;2019-08-20;17826758
1327;2019-08-21;14466524
1328;2019-08-22;13570692
1329;2019-08-23;14893748
1330;2019-08-24;4193724
1331;2019-08-25;2606645
1332;2019-08-26;16848941
1333;2019-08-27;14161553
1334;2019-08-28;13706773
1335;2019-08-29;13601027
1336;2019-08-30;16041544
1337;2019-08-31;4533234
1338;2019-09-01;3007559
1339;2019-09-02;19427583
1340;2019-09-03;16985933
1341;2019-09-04;16169747
1342;2019-09-05;17747891
1343;2019-09-06;19753627
1344;2019-09-07;3763223
1345;2019-09-08;2993582
1346;2019-09-09;19994410
1347;2019-09-10;19208781
1348;2019-09-11;16723926
1349;2019-09-12;15089886
